기준년도,시군명,등록동물수(마리),동물품종수,동물소유자수
2021,양주시,183,32,152
2021,양주시,8,5,4
2021,양주시,146,26,122
2021,양주시,444,41,319
2021,양주시,13,9,12
2021,양주시,37,16,33
2021,양주시,316,42,259
2021,양주시,7,4,5
2021,양주시,883,53,761
2021,양주시,15,6,9
2021,양주시,8,5,6
2021,양주시,84,16,57
2021,양주시,180,31,133
2021,양주시,28,12,13
2021,양주시,67,15,54
2021,양평군,126,32,126
2021,양평군,90,30,90
2021,양평군,95,25,95
2021,양평군,62,21,62
2021,양평군,187,38,187
2021,양평군,76,26,76
2021,양평군,210,43,210
2021,양평군,344,49,344
2021,양평군,148,40,148
2021,양평군,285,46,285
2021,양평군,101,26,101
2021,양평군,38,14,38
2021,여주시,244,36,165
2021,여주시,9,4,4
2021,여주시,148,21,97
2021,여주시,74,16,66
2021,여주시,75,14,35
2021,여주시,121,19,73
2021,여주시,15,6,11
2021,여주시,3,3,3
2021,여주시,228,28,140
2021,여주시,6,3,4
2021,여주시,44,15,24
2021,여주시,103,29,70
2021,여주시,27,13,21
2021,여주시,6,4,6
2021,여주시,51,18,39
2021,여주시,4,3,4
2021,여주시,3,2,3
2021,여주시,22,9,17
2021,여주시,27,12,22
2021,여주시,6,4,4
2021,여주시,92,21,74
2021,여주시,7,5,4
2021,여주시,65,18,48
2021,여주시,109,26,72
2021,여주시,106,27,81
2021,여주시,42,14,30
2021,여주시,95,16,76
2021,여주시,15,7,4
2021,여주시,66,19,60
2021,여주시,150,25,113
2021,여주시,70,21,59
2021,여주시,111,21,66
2021,용인시,458,60,297
2021,용인시,1589,73,1203
2021,용인시,410,44,277
2021,용인시,1250,66,904
2021,용인시,2189,67,1709
2021,용인시,1253,64,994
2021,용인시,400,50,234
2021,용인시,1240,112,833
2021,용인시,184,33,145
2021,용인시,1865,71,1503
2021,용인시,2351,88,1795
2021,용인시,1996,73,1508
2021,용인시,650,47,504
2021,용인시,1912,131,1283
2021,용인시,726,57,389
2021,용인시,1695,70,1323
2021,용인시,2175,84,1737
2021,용인시,789,52,603
2021,용인시,581,49,468
2021,용인시,1595,73,1233
2021,용인시,4867,89,3890
2021,용인시,978,56,760
2021,용인시,3656,87,2703
2021,용인시,1964,71,1565
2021,용인시,2569,80,1982
2021,용인시,1863,82,1182
2021,용인시,1110,63,903
2021,용인시,1591,75,1224
2021,용인시,2356,82,1840
2021,용인시,130,35,85
2021,용인시,862,75,527
2021,용인시,883,51,660
2021,용인시,1782,123,1046
2021,용인시,4262,90,3469
2021,용인시,2940,82,2133
2021,용인시,322,46,226
2021,용인시,924,62,731
2021,용인시,2372,81,1695
2021,용인시,4442,83,3584
2021,용인시,327,48,222
2021,용인시,17,11,13
2021,용인시,55,15,36
2021,의정부시,747,50,621
2021,의정부시,136,27,111
2021,의정부시,320,38,269
2021,의정부시,389,44,331
2021,의정부시,246,34,209
2021,의정부시,669,46,589
2021,의정부시,99,22,91
2021,의정부시,931,52,812
2021,의정부시,286,35,255
2021,의정부시,1994,74,1704
2021,의정부시,10,4,5
2021,의정부시,213,32,180
2021,의정부시,722,52,629
2021,이천시,125,28,107
2021,이천시,21,13,19
2021,이천시,75,18,58
2021,이천시,12,9,10
2021,이천시,162,35,131
2021,이천시,11,7,8
2021,이천시,203,33,164
2021,이천시,62,21,39
2021,이천시,200,30,160
2021,이천시,398,45,341
2021,이천시,52,15,47
2021,이천시,49,16,29
2021,이천시,156,26,132
2021,이천시,249,37,182
2021,이천시,81,21,69
2021,이천시,46,14,23
2021,이천시,9,5,5
2021,이천시,14,8,6
2021,이천시,144,25,114
2021,이천시,108,26,92
2021,이천시,26,10,18
2021,이천시,194,28,179
2021,이천시,7,5,5
2021,이천시,217,35,188
2021,이천시,94,28,64
2021,파주시,54,16,50
2021,파주시,356,36,106
2021,파주시,30,13,17
2021,파주시,1,1,1
2021,파주시,6,5,5
2021,파주시,71,18,42
2021,파주시,537,44,460
2021,파주시,163,29,140
2021,파주시,45,16,38
2021,파주시,763,57,652
2021,파주시,6,5,5
2021,파주시,863,53,772
2021,파주시,147,27,119
2021,파주시,645,54,539
2021,파주시,241,36,172
2021,파주시,27,17,19
2021,파주시,158,33,111
2021,파주시,10,6,6
2021,파주시,18,10,9
2021,파주시,18,12,16
2021,파주시,206,29,171
2021,파주시,876,59,672
2021,파주시,73,25,62
2021,파주시,29,11,14
2021,파주시,4,4,3
2021,파주시,808,44,497
2021,파주시,109,31,81
2021,파주시,87,23,63
2021,파주시,404,46,316
2021,파주시,2,2,1
2021,파주시,215,42,165
2021,파주시,237,30,181
2021,파주시,71,14,44
2021,파주시,17,7,11
2021,평택시,28,14,26
2021,평택시,105,32,87
2021,평택시,373,46,308
2021,평택시,34,17,31
2021,평택시,9,6,9
2021,평택시,89,24,80
2021,평택시,499,46,426
2021,평택시,2,1,2
2021,평택시,712,57,617
2021,평택시,450,45,379
2021,평택시,65,20,49
2021,평택시,261,36,218
2021,평택시,154,26,135
2021,평택시,15,7,10
2021,평택시,295,38,235
2021,평택시,504,46,421
2021,평택시,141,25,90
2021,평택시,472,46,433
2021,평택시,7,4,6
2021,평택시,7,6,7
2021,평택시,253,34,214
2021,평택시,112,21,94
2021,평택시,77,16,63
2021,평택시,253,37,225
2021,평택시,356,39,287
2021,평택시,23,11,19
2021,평택시,176,29,117
2021,평택시,9,3,5
2021,평택시,417,47,338
2021,평택시,22,6,11
2021,평택시,128,26,109
2021,평택시,110,28,91
2021,평택시,534,66,405
2021,평택시,73,25,65
2021,평택시,289,48,242
2021,평택시,254,39,193
2021,평택시,109,21,70
2021,포천시,563,54,221
2021,포천시,136,23,90
2021,포천시,725,56,350
2021,포천시,252,39,128
2021,포천시,83,26,46
2021,포천시,859,53,514
2021,포천시,67,21,38
2021,포천시,3737,84,1622
2021,포천시,922,61,520
2021,포천시,1264,56,819
2021,포천시,201,34,99
2021,포천시,419,45,283
2021,포천시,482,39,158
2021,포천시,339,43,191
2021,포천시,526,54,291
2021,포천시,61,12,31
2021,포천시,123,26,49
2021,포천시,151,29,88
2021,하남시,29,8,19
2021,하남시,134,20,121
2021,하남시,106,28,93
2021,하남시,6,3,5
2021,하남시,10,7,8
2021,하남시,662,56,580
2021,하남시,1086,61,965
2021,하남시,18,8,15
2021,하남시,1,1,1
2021,하남시,5,4,5
2021,하남시,25,12,22
2021,하남시,207,30,195
2021,하남시,405,40,342
2021,하남시,113,18,101
2021,하남시,40,12,25
2021,하남시,50,16,30
2021,하남시,17,9,13
2021,하남시,32,11,18
2021,하남시,345,30,307
2021,하남시,30,6,6
2021,하남시,40,16,26
2021,하남시,216,33,188
2021,하남시,10,8,9
2020,가평군,4532,363,2877
2020,가평군,1038,60,716
2020,가평군,338,41,210
2020,가평군,484,52,297
2020,가평군,1213,74,687
2020,가평군,379,45,245
2020,가평군,1080,91,722
2020,고양시,98,27,69
2020,고양시,2,2,2
2020,고양시,152,33,138
2020,고양시,118,26,88
2020,고양시,8,6,8
2020,고양시,6,5,4
2020,고양시,129,33,110
2020,고양시,21,12,19
2020,고양시,8,5,8
2020,고양시,322,49,284
2020,고양시,25,11,19
2020,고양시,257,40,203
2020,고양시,114,33,105
2020,고양시,114,32,100
2020,고양시,173,30,156
2020,고양시,11,9,10
2020,고양시,312,47,265
2020,고양시,10,8,8
2020,고양시,46,11,13
2020,고양시,43,17,39
2020,고양시,4,2,3
2020,고양시,152,35,130
2020,고양시,29,5,2
2020,고양시,11,9,8
2020,고양시,153,29,139
2020,고양시,103,30,81
2020,고양시,267,40,231
2020,고양시,112,30,103
2020,고양시,2,1,1
2020,고양시,14,9,13
2020,고양시,13,11,11
2020,고양시,18,14,17
2020,고양시,138,25,111
2020,고양시,427,40,369
2020,고양시,382,49,262
2020,고양시,134,33,114
2020,고양시,75,17,68
2020,고양시,265,33,236
2020,고양시,241,36,209
2020,고양시,8,5,6
2020,고양시,71,27,61
2020,고양시,307,39,273
2020,고양시,284,40,118
2020,고양시,187,32,167
2020,고양시,466,46,421
2020,고양시,4,3,3
2020,고양시,104,24,94
2020,고양시,6,6,6
2020,고양시,30,14,25
2020,고양시,322,44,284
2020,고양시,3,2,2
2020,과천시,7,5,6
2020,과천시,32,15,24
2020,과천시,1,1,1
2020,과천시,37,17,33
2020,과천시,41,16,40
2020,과천시,29,12,27
2020,과천시,40,15,32
2020,과천시,15,10,13
2020,과천시,47,15,33
2020,광주시,116,24,92
2020,광주시,3,3,3
2020,광주시,164,35,141
2020,광주시,8,8,7
2020,광주시,41,13,23
2020,광주시,14,8,12
2020,광주시,70,24,52
2020,광주시,4,3,3
2020,광주시,9,6,7
2020,광주시,92,21,81
2020,광주시,4,3,4
2020,광주시,72,21,63
2020,광주시,172,28,153
2020,광주시,17,11,15
2020,광주시,89,20,84
2020,광주시,5,4,5
2020,광주시,64,20,61
2020,광주시,1005,69,862
2020,광주시,81,22,68
2020,광주시,32,15,27
2020,광주시,3,1,1
2020,광주시,5,5,5
2020,광주시,707,58,269
2020,광주시,103,21,90
2020,광주시,265,40,239
2020,광주시,87,24,77
2020,광주시,83,22,68
2020,김포시,109,24,96
2020,김포시,58,19,55
2020,김포시,181,34,163
2020,김포시,255,36,222
2020,김포시,114,24,36
2020,김포시,194,38,170
2020,김포시,65,17,53
2020,김포시,84,23,76
2020,김포시,163,37,137
2020,김포시,218,31,208
2020,김포시,33,16,26
2020,김포시,353,43,332
2020,김포시,186,36,159
2020,김포시,224,27,218
2020,김포시,55,19,37
2020,성남시,1,1,1
2020,성남시,47,18,40
2020,성남시,209,43,185
2020,성남시,18,11,17
2020,성남시,155,28,134
2020,성남시,156,27,145
2020,성남시,1,1,1
2020,성남시,73,21,69
2020,성남시,19,11,17
2020,성남시,84,21,81
2020,성남시,6,5,6
2020,성남시,3,3,3
2020,성남시,138,25,129
2020,성남시,46,23,37
2020,성남시,141,35,130
2020,성남시,11,5,9
2020,성남시,42,14,38
2020,성남시,122,18,115
2020,성남시,233,34,206
2020,성남시,7,6,7
2020,성남시,253,36,220
2020,성남시,1,1,1
2020,성남시,202,30,181
2020,성남시,227,34,202
2020,성남시,241,35,140
2020,성남시,13,10,12
2020,성남시,11,5,7
2020,성남시,227,38,194
2020,성남시,14,10,12
2020,성남시,372,40,219
2020,성남시,45,19,39
2020,성남시,124,25,113
2020,성남시,10,6,6
2020,성남시,97,24,90
2020,성남시,4,4,4
2020,성남시,166,28,136
2020,성남시,202,35,190
2020,성남시,447,47,415
2020,성남시,59,16,54
2020,성남시,270,35,237
2020,성남시,321,39,277
2020,성남시,115,29,108
2020,성남시,107,25,97
2020,수원시,837,50,617
2020,수원시,906,49,683
2020,수원시,1415,64,1010
2020,수원시,168,33,114
2020,수원시,1370,62,1073
2020,수원시,62,17,46
2020,수원시,4631,91,3527
2020,수원시,2090,64,1572
2020,수원시,83,26,57
2020,수원시,91,25,64
2020,수원시,377,32,300
2020,수원시,2296,69,1873
2020,수원시,380,41,278
2020,수원시,137,25,87
2020,수원시,329,37,254
2020,수원시,220,36,159
2020,수원시,4688,87,3739
2020,수원시,75,20,55
2020,수원시,121,32,78
2020,수원시,6,4,4
2020,수원시,957,54,694
2020,수원시,3352,87,2456
2020,수원시,1268,56,989
2020,수원시,272,36,206
2020,수원시,132,29,92
2020,수원시,1071,60,790
2020,수원시,40,16,26
2020,수원시,3699,76,3063
2020,수원시,1360,65,995
2020,수원시,1060,52,802
2020,수원시,2041,70,1566
2020,수원시,1417,59,1095
2020,수원시,1178,55,942
2020,수원시,309,42,219
2020,수원시,2175,71,1735
2020,수원시,2943,74,2167
2020,수원시,330,36,263
2020,수원시,64,19,50
2020,수원시,11,4,11
2020,수원시,4169,82,3320
2020,수원시,2843,67,2214
2020,수원시,31,8,22
2020,수원시,973,58,673
2020,수원시,1229,49,1023
2020,수원시,1374,67,1004
2020,수원시,1093,53,865
2020,수원시,22,10,15
2020,수원시,45,17,26
2020,수원시,35,13,24
2020,수원시,126,26,101
2020,수원시,1,1,1
2020,수원시,22,13,15
2020,수원시,1276,58,983
2020,수원시,1768,61,1353
2020,수원시,2578,68,2028
2020,안양시,412,44,370
2020,안양시,212,32,180
2020,안양시,320,37,292
2020,안양시,325,39,286
2020,안양시,780,52,706
2020,안양시,208,25,196
2020,안양시,432,40,399
2020,양주시,75,19,63
2020,양주시,44,13,40
2020,양주시,80,21,69
2020,양주시,50,17,39
2020,양주시,28,12,27
2020,양주시,3,3,3
2020,양주시,121,29,108
2020,양주시,109,30,84
2020,양주시,1,1,1
2020,양주시,57,18,54
2020,양주시,188,31,136
2020,양주시,6,6,6
2020,양주시,13,8,10
2020,양주시,99,20,85
2020,양주시,1,1,1
2020,양주시,346,43,315
2020,양주시,1,1,1
2020,양주시,3,3,3
2020,양주시,22,10,18
2020,양주시,66,20,49
2020,양주시,5,4,5
2020,양주시,44,19,31
2020,양평군,92,33,92
2020,양평군,56,21,56
2020,양평군,32,16,32
2020,양평군,37,15,37
2020,양평군,108,40,108
2020,양평군,38,15,38
2020,양평군,106,29,106
2020,양평군,211,43,211
2020,양평군,101,29,101
2020,양평군,202,47,202
2020,양평군,62,21,62
2020,양평군,40,15,40
2020,여주시,75,23,62
2020,여주시,1,1,1
2020,여주시,39,15,31
2020,여주시,27,12,25
2020,여주시,22,10,17
2020,여주시,41,12,29
2020,여주시,15,8,10
2020,여주시,3,3,3
2020,여주시,33,12,23
2020,여주시,1,1,1
2020,여주시,8,6,7
2020,여주시,45,19,24
2020,여주시,39,14,24
2020,여주시,3,2,2
2020,여주시,1,1,1
2020,여주시,19,12,17
2020,여주시,2,2,2
2020,여주시,1,1,1
2020,여주시,3,3,3
2020,여주시,15,9,12
2020,여주시,6,2,2
2020,여주시,32,9,27
2020,여주시,2,2,2
2020,여주시,15,9,15
2020,여주시,37,18,22
2020,여주시,31,12,26
2020,여주시,15,10,13
2020,여주시,29,13,26
2020,여주시,2,2,2
2020,여주시,24,15,22
2020,여주시,58,18,46
2020,여주시,37,12,32
2020,여주시,38,15,28
2020,용인시,376,55,243
2020,용인시,1307,69,985
2020,용인시,338,40,227
2020,용인시,1045,65,767
2020,용인시,1749,63,1378
2020,용인시,1076,58,863
2020,용인시,293,47,182
2020,용인시,981,96,651
2020,용인시,155,30,122
2020,용인시,1539,67,1223
2020,용인시,1935,80,1464
2020,용인시,1651,63,1288
2020,용인시,555,46,431
2020,용인시,1502,122,1002
2020,용인시,542,50,306
2020,용인시,1422,65,1114
2020,용인시,1838,79,1460
2020,용인시,655,48,514
2020,용인시,487,43,393
2020,용인시,1359,68,1044
2020,용인시,4192,83,3374
2020,용인시,784,54,620
2020,용인시,3058,79,2247
2020,용인시,1675,67,1342
2020,용인시,2214,74,1719
2020,용인시,1552,78,985
2020,용인시,913,60,744
2020,용인시,1266,68,981
2020,용인시,1949,74,1533
2020,용인시,114,33,73
2020,용인시,736,68,448
2020,용인시,730,47,567
2020,용인시,1440,117,885
2020,용인시,3697,81,3016
2020,용인시,2401,74,1746
2020,용인시,277,44,195
2020,용인시,767,59,606
2020,용인시,1937,80,1413
2020,용인시,3881,79,3170
2020,용인시,280,46,193
2020,용인시,9,8,7
2020,용인시,47,14,31
2020,의정부시,340,40,292
2020,의정부시,19,9,19
2020,의정부시,142,24,114
2020,의정부시,198,29,184
2020,의정부시,108,25,96
2020,의정부시,313,36,290
2020,의정부시,48,15,44
2020,의정부시,475,40,412
2020,의정부시,180,32,159
2020,의정부시,574,61,507
2020,의정부시,5,3,3
2020,의정부시,106,23,98
2020,의정부시,327,37,283
2020,이천시,71,17,61
2020,이천시,9,3,8
2020,이천시,34,13,32
2020,이천시,3,2,3
2020,이천시,82,23,68
2020,이천시,19,7,8
2020,이천시,120,26,103
2020,이천시,57,18,24
2020,이천시,75,20,67
2020,이천시,208,33,182
2020,이천시,35,16,30
2020,이천시,119,37,18
2020,이천시,86,20,76
2020,이천시,140,29,103
2020,이천시,56,19,46
2020,이천시,8,5,7
2020,이천시,2,2,2
2020,이천시,7,3,3
2020,이천시,55,22,41
2020,이천시,43,15,38
2020,이천시,6,5,6
2020,이천시,116,21,106
2020,이천시,2,2,2
2020,이천시,130,29,112
2020,이천시,35,17,27
2020,파주시,31,15,27
2020,파주시,83,27,50
2020,파주시,8,6,5
2020,파주시,17,12,15
2020,파주시,303,37,254
2020,파주시,56,17,49
2020,파주시,12,9,11
2020,파주시,269,41,245
2020,파주시,4,4,3
2020,파주시,408,51,367
2020,파주시,74,23,60
2020,파주시,219,38,182
2020,파주시,49,15,41
2020,파주시,32,13,14
2020,파주시,66,25,56
2020,파주시,7,5,6
2020,파주시,4,3,3
2020,파주시,92,23,81
2020,파주시,435,45,295
2020,파주시,28,11,27
2020,파주시,521,44,225
2020,파주시,42,16,32
2020,파주시,34,14,31
2020,파주시,144,24,116
2020,파주시,1,1,1
2020,파주시,113,25,79
2020,파주시,76,21,64
2020,파주시,13,9,12
2020,파주시,3,3,3
2020,평택시,16,8,14
2020,평택시,55,18,46
2020,평택시,132,29,107
2020,평택시,19,9,15
2020,평택시,3,3,3
2020,평택시,40,13,34
2020,평택시,216,33,190
2020,평택시,1,1,1
2020,평택시,336,38,294
2020,평택시,263,31,226
2020,평택시,22,10,17
2020,평택시,121,25,110
2020,평택시,69,19,63
2020,평택시,4,2,3
2020,평택시,140,34,117
2020,평택시,179,38,156
2020,평택시,57,18,31
2020,평택시,187,38,162
2020,평택시,2,2,2
2020,평택시,2,2,2
2020,평택시,123,19,98
2020,평택시,37,17,34
2020,평택시,30,14,28
2020,평택시,116,23,105
2020,평택시,152,30,140
2020,평택시,4,3,4
2020,평택시,75,22,61
2020,평택시,5,4,4
2020,평택시,1,1,1
2020,평택시,144,32,128
2020,평택시,5,3,4
2020,평택시,91,25,78
2020,평택시,41,18,39
2020,평택시,258,38,185
2020,평택시,51,16,41
2020,평택시,148,34,118
2020,평택시,117,28,92
2020,평택시,46,13,37
2020,포천시,560,54,219
2020,포천시,136,23,90
2020,포천시,724,56,349
2020,포천시,251,39,128
2020,포천시,83,26,46
2020,포천시,854,53,509
2020,포천시,67,21,38
2020,포천시,3726,84,1613
2020,포천시,920,61,518
2020,포천시,1258,56,816
2020,포천시,200,34,98
2020,포천시,419,45,283
2020,포천시,482,39,158
2020,포천시,336,41,189
2020,포천시,523,54,288
2020,포천시,61,12,31
2020,포천시,122,26,49
2020,포천시,149,29,88
2020,하남시,15,10,11
2020,하남시,56,19,47
2020,하남시,41,15,26
2020,하남시,12,7,6
2020,하남시,15,4,7
2020,하남시,380,41,332
2020,하남시,509,56,452
2020,하남시,17,8,9
2020,하남시,1,1,1
2020,하남시,21,6,8
2020,하남시,10,6,8
2020,하남시,118,16,111
2020,하남시,242,36,208
2020,하남시,79,20,68
2020,하남시,27,17,19
2020,하남시,15,7,11
2020,하남시,12,6,6
2020,하남시,28,12,16
2020,하남시,164,27,154
2020,하남시,13,7,10
2020,하남시,140,22,120
2020,하남시,2,2,2
2019,평택시,72,14,47
2019,평택시,105,21,86
2019,평택시,563,55,363
2019,평택시,65,18,50
2019,평택시,52,19,24
2019,평택시,181,26,142
2019,평택시,490,40,398
2019,평택시,5,3,5
2019,평택시,1044,60,855
2019,평택시,707,48,571
2019,평택시,101,25,67
2019,평택시,453,41,376
2019,평택시,188,26,146
2019,평택시,22,12,14
2019,평택시,335,39,268
2019,평택시,849,58,646
2019,평택시,319,43,187
2019,평택시,635,48,525
2019,평택시,18,9,14
2019,평택시,16,7,15
2019,평택시,433,44,345
2019,평택시,131,28,113
2019,평택시,119,25,96
2019,평택시,299,36,245
2019,평택시,514,49,422
2019,평택시,39,15,25
2019,평택시,265,39,185
2019,평택시,10,7,7
2019,평택시,14,4,10
2019,평택시,618,50,416
2019,평택시,22,12,17
2019,평택시,131,22,104
2019,평택시,141,31,111
2019,평택시,642,53,454
2019,평택시,104,20,80
2019,평택시,450,40,341
2019,평택시,375,37,301
2019,평택시,115,26,66
2018,평택시,10,5,10
2018,평택시,32,9,27
2018,평택시,62,21,45
2018,평택시,11,8,10
2018,평택시,11,7,7
2018,평택시,31,11,25
2018,평택시,102,23,90
2018,평택시,262,32,219
2018,평택시,199,30,168
2018,평택시,30,15,22
2018,평택시,95,23,81
2018,평택시,45,19,30
2018,평택시,6,3,6
2018,평택시,109,27,90
2018,평택시,154,34,133
2018,평택시,26,12,19
2018,평택시,176,36,154
2018,평택시,2,2,2
2018,평택시,95,24,90
2018,평택시,23,12,22
2018,평택시,32,14,26
2018,평택시,72,26,63
2018,평택시,126,28,107
2018,평택시,9,8,6
2018,평택시,78,22,58
2018,평택시,2,1,1
2018,평택시,70,22,52
2018,평택시,4,4,4
2018,평택시,24,11,22
2018,평택시,44,18,33
2018,평택시,218,38,138
2018,평택시,41,17,36
2018,평택시,103,26,82
2018,평택시,88,24,77
2018,평택시,22,10,14
2017,평택시,4,4,4
2017,평택시,24,12,19
2017,평택시,36,15,27
2017,평택시,10,8,9
2017,평택시,17,13,14
2017,평택시,63,21,56
2017,평택시,162,25,141
2017,평택시,118,25,97
2017,평택시,9,9,8
2017,평택시,54,16,47
2017,평택시,22,10,18
2017,평택시,3,3,3
2017,평택시,53,17,48
2017,평택시,71,19,60
2017,평택시,10,6,9
2017,평택시,73,21,71
2017,평택시,3,3,3
2017,평택시,56,21,49
2017,평택시,17,8,17
2017,평택시,14,7,13
2017,평택시,27,13,27
2017,평택시,64,24,53
2017,평택시,3,2,2
2017,평택시,24,13,17
2017,평택시,61,18,56
2017,평택시,3,3,3
2017,평택시,19,12,17
2017,평택시,31,11,29
2017,평택시,73,28,60
2017,평택시,23,9,22
2017,평택시,62,19,53
2017,평택시,72,22,58
2017,평택시,5,4,4
2016,평택시,3,1,2
2016,평택시,18,9,17
2016,평택시,38,14,29
2016,평택시,4,4,4
2016,평택시,2,1,1
2016,평택시,26,10,17
2016,평택시,49,16,43
2016,평택시,1,1,1
2016,평택시,98,24,82
2016,평택시,102,26,91
2016,평택시,13,7,12
2016,평택시,44,20,40
2016,평택시,11,6,10
2016,평택시,51,21,41
2016,평택시,128,24,110
2016,평택시,18,7,11
2016,평택시,61,23,50
2016,평택시,42,11,41
2016,평택시,18,9,17
2016,평택시,20,10,17
2016,평택시,15,9,13
2016,평택시,66,21,61
2016,평택시,3,2,2
2016,평택시,32,11,23
2016,평택시,9,7,9
2016,평택시,25,14,24
2016,평택시,5,4,4
2016,평택시,14,6,14
2016,평택시,11,5,11
2016,평택시,45,16,39
2016,평택시,18,13,17
2016,평택시,54,18,47
2016,평택시,51,19,44
2016,평택시,10,6,9
2015,평택시,9,6,7
2015,평택시,10,5,10
2015,평택시,39,12,35
2015,평택시,6,4,6
2015,평택시,1,1,1
2015,평택시,18,12,15
2015,평택시,55,16,47
2015,평택시,85,26,79
2015,평택시,117,28,104
2015,평택시,15,7,13
2015,평택시,54,20,52
2015,평택시,14,6,10
2015,평택시,2,2,2
2015,평택시,67,19,49
2015,평택시,56,14,46
2015,평택시,18,9,13
2015,평택시,31,13,28
2015,평택시,44,17,41
2015,평택시,16,10,16
2015,평택시,17,8,16
2015,평택시,18,9,14
2015,평택시,59,14,47
2015,평택시,44,14,30
2015,평택시,18,7,17
2015,평택시,15,8,14
2015,평택시,3,3,3
2015,평택시,16,8,14
2015,평택시,23,10,22
2015,평택시,61,20,55
2015,평택시,14,8,13
2015,평택시,38,14,37
2015,평택시,42,19,39
2015,평택시,10,6,9
2014,평택시,14,9,13
2014,평택시,31,11,22
2014,평택시,52,14,39
2014,평택시,12,6,11
2014,평택시,7,4,4
2014,평택시,47,14,38
2014,평택시,68,18,62
2014,평택시,181,24,165
2014,평택시,224,33,180
2014,평택시,23,15,16
2014,평택시,95,21,77
2014,평택시,29,16,25
2014,평택시,4,2,2
2014,평택시,125,21,92
2014,평택시,84,21,76
2014,평택시,13,7,11
2014,평택시,91,23,80
2014,평택시,5,4,2
2014,평택시,1,1,1
2014,평택시,117,22,104
2014,평택시,37,14,34
2014,평택시,20,9,18
2014,평택시,25,12,20
2014,평택시,154,23,125
2014,평택시,11,7,7
2014,평택시,55,19,41
2014,평택시,2,2,2
2014,평택시,37,17,34
2014,평택시,30,10,24
2014,평택시,6,6,6
2014,평택시,14,7,13
2014,평택시,40,13,35
2014,평택시,114,25,91
2014,평택시,29,13,27
2014,평택시,79,22,70
2014,평택시,94,22,79
2014,평택시,5,5,5

